asin,brand_name,parent_asin,user_id,date,title,text,images,helpful_vote,verified_purchase,doc,cluster,umap_x,umap_y,label,final_label
B09P8BXYLS,Hue,B00S7UIJE4,AHCG2YWGI5KN2XADDFDRKYDRJBFQ,2022-04-30 16:29:30.059,Would not buy again.,The socks are very soft even after was and dry. The just shrink so badly they are not wearable.,[],1,True,Would not buy again.. The socks are very soft even after was and dry. The just shrink so badly they are not wearable.,-1,-0.9985416,-1.8837162,Other / Mixed / Noise,Other / Mixed / Noise
B004GCIGIG,KENTWOOL,B004GCIGJK,AFVUW5HB5ZWTHU4XFMZGCSAKGZQA,2017-09-15 13:56:46.047,Otherwise the feel and fit are excellent.,"The actual color is a dingy, yellowish white instead of the bright white in the picture.  Otherwise the feel and fit are excellent.",[],0,True,"Otherwise the feel and fit are excellent.. The actual color is a dingy, yellowish white instead of the bright white in the picture.  Otherwise the feel and fit are excellent.",24,2.8196907,0.21391504,Positive / Satisfaction / Quality,Positive / Satisfaction / Quality
B001SI996Y,Rago,B074VYZMXG,AHIK5MWCGTPK4SD6FERAS6MBHJ3A,2020-05-28 21:19:35.639,The bra didn't fit good,Wasn't what I thought it was,[],0,True,The bra didn't fit good. Wasn't what I thought it was,6,3.3597686,2.5235772,Fit & Sizing Issues,Fit & Sizing Issues
B00CIZLT2S,Thompson Tee,B07BVBM17Z,AFNIHBI6O3L7JXNS35DEEG3IC4LQ,2018-10-23 01:09:03.811,Kinda weird,The underarm pads are my my thing,[],0,True,Kinda weird. The underarm pads are my my thing,10,-0.6270578,4.582835,Comfort & Wearability,Comfort & Wearability
B009Y9QCCS,People Socks,B0C3GBP2C5,AG5RPNUQQF56ZTX2YMRSJMNJFBOQ,2017-06-29 08:10:35.589,Not the worst but no longer deserving of their old reputation.,"I've seen a lot of reviews that say the quality of this sock has gone down significantly and I believe them. They fit well and are comfortable but that's it. If you're walking around they keep your feet warm but sit still for about 15 minutes and you'll want to double layer. If you're hiking I feel like you might get away with wearing them twice without washing them. Maybe. After a month (during which I never put them in the dryer) three of them started to get tiny holes in them. Not from normal wear and tear, more like there were a few weak points in the yarn. I darned them and they held but I shouldn't have had to after so short a period. After 6 months they are all starting to wear thin in a couple places.<br /><br />They're not terrible if you need winter socks on a budget but if you can spend the extra $15 - $20 on a better brand I definitely would.",[],1,False,"Not the worst but no longer deserving of their old reputation.. I've seen a lot of reviews that say the quality of this sock has gone down significantly and I believe them. They fit well and are comfortable but that's it. If you're walking around they keep your feet warm but sit still for about 15 minutes and you'll want to double layer. If you're hiking I feel like you might get away with wearing them twice without washing them. Maybe. After a month (during which I never put them in the dryer) three of them started to get tiny holes in them. Not from normal wear and tear, more like there were a few weak points in the yarn. I darned them and they held but I shouldn't have had to after so short a period. After 6 months they are all starting to wear thin in a couple places.<br /><br />They're not terrible if you need winter socks on a budget but if you can spend the extra $15 - $20 on a better brand I definitely would.",44,-0.13631037,-1.879839,Comfort & Wearability,Comfort & Wearability
B009Y9QCCS,People Socks,B0C3GBP2C5,AFVGLJQWSWJ4YTT4DQ6PEUFYT2OA,2021-02-14 03:54:08.541,Just ok...,"Just ok socks, could definitely be warmer. I much prefer Darn Tough.",[],0,True,"Just ok.... Just ok socks, could definitely be warmer. I much prefer Darn Tough.",48,-2.026439,-1.8329226,Warmth & Softness (Cold Weather Wear),Warmth & Softness (Cold Weather Wear)
B07GWXSMG1,Rago,B074VYZMXG,AFJXVUDPUNVI37QVO57GEHHAJNHA,2022-01-09 01:19:18.476,Makes your boobs really pointy. Don’t do it.,Smooths you out but makes your boobs really pointy and it’s very noticeable. Don’t do it.,[],0,True,Makes your boobs really pointy. Don’t do it.. Smooths you out but makes your boobs really pointy and it’s very noticeable. Don’t do it.,6,-0.37680265,3.42592,Fit & Sizing Issues,Fit & Sizing Issues
B000AP3BRY,Reebok,B07T3J1XQT,AFD76ATUKAVRS5XJABR5EPVAIEIQ,2021-03-22 13:40:40.878,tight toes,love the style but my toes fall asleep if i wear longer than two hours,[],0,True,tight toes. love the style but my toes fall asleep if i wear longer than two hours,34,2.5535748,-1.1851676,Fit & Sizing Issues,Fit & Sizing Issues
B07CYVDSF4,Nike,B08QDQX5R5,AEKV375M4UJGFKOQ322YYJOHK4YQ,2022-03-11 23:34:41.260,This site is too vague about sizing and being a man/woman combined sizing.,"This web site for these socks is very confusing about sizing, as nowhere on the page does it say when you go to the size chart, that the 10-13 range is for women only. I had searched for Mens Nike socks when finding this particular option, and I have a 11 1/2 foot. When seeing a 10-13 range for a L size choice, that is what I picked, so my foot size would be in the middle of the range, not at the end and too tight.<br /><br />When the socks arrived though, the package only indicated a 8-12 range, and nothing about any 10-13. Then I find out that 10-13 is a women range only, not a man. The 8-12, leaves  my 11 1/2 foot in too tight a fit. Why do you not clarify the sizing for these socks, and what if a 13 or larger was needed?",[],1,True,"This site is too vague about sizing and being a man/woman combined sizing.. This web site for these socks is very confusing about sizing, as nowhere on the page does it say when you go to the size chart, that the 10-13 range is for women only. I had searched for Mens Nike socks when finding this particular option, and I have a 11 1/2 foot. When seeing a 10-13 range for a L size choice, that is what I picked, so my foot size would be in the middle of the range, not at the end and too tight.<br /><br />When the socks arrived though, the package only indicated a 8-12 range, and nothing about any 10-13. Then I find out that 10-13 is a women range only, not a man. The 8-12, leaves  my 11 1/2 foot in too tight a fit. Why do you not clarify the sizing for these socks, and what if a 13 or larger was needed?",-1,1.2401975,-3.6300416,Other / Mixed / Noise,Other / Mixed / Noise
B009Y9QCCS,People Socks,B0C3GBP2C5,AFLLYBWXW6WQEE7AG6HLLSSFI73A,2016-01-07 01:06:18.000,Does not keep my feet warm,Wool socks are supposed to be warm. It is 45 degrees and yet it does not keep my feet warm. These socks are much too thin.,[],1,True,Does not keep my feet warm. Wool socks are supposed to be warm. It is 45 degrees and yet it does not keep my feet warm. These socks are much too thin.,49,-1.9448373,-1.3073136,Miscellaneous / Other,Miscellaneous / Other
B004MARWSW,AO Eyewear,B004MARWSW,AFIVXY2VG5V4TPK5XW755VAZMCHA,2019-01-28 00:32:45.094,Loved them dearly until the stupid ass adjustable nose pieces broke off.,"So as soon as i got these I fell in love with them because of how great they look and bc of the quality; they really do have a nice weighty feel to them and the lenses are thick.<br /><br />Right from the start though I could tell those damn adjustable nose pieces were gonna be a problem... not to mention they're uncomfortable as hell and due to the weight of these glasses they're gonna push down on your nose very hard, leaving goofy marks on the side of your nose as a result.<br /><br />They were the only part of the glasses that genuinely felt flimsy and low quality and sure enough a few months ago one of them outright snapped off, making the glasses basically unusable until I find a DIY way to fix them or rest on the nose comfortably.  I feel kinda bad leaving 2 stars on these but man, I've gotten significantly more mileage out of the $12 sunglasses I got from urban outfitters (these glasses cost me almost 5 times that)<br /><br />Lesson learned, stick with the cheaper brands.  Somehow these $60 ""american"" made sunglasses don't even have polarization meanwhile half of the cheap &lt;$15 chinese sunglasses you see on this site come polarized.<br /><br />Meh.  Big regret buying these for me personally, $60 down the god damn drain.",[],4,True,"Loved them dearly until the stupid ass adjustable nose pieces broke off.. So as soon as i got these I fell in love with them because of how great they look and bc of the quality; they really do have a nice weighty feel to them and the lenses are thick.<br /><br />Right from the start though I could tell those damn adjustable nose pieces were gonna be a problem... not to mention they're uncomfortable as hell and due to the weight of these glasses they're gonna push down on your nose very hard, leaving goofy marks on the side of your nose as a result.<br /><br />They were the only part of the glasses that genuinely felt flimsy and low quality and sure enough a few months ago one of them outright snapped off, making the glasses basically unusable until I find a DIY way to fix them or rest on the nose comfortably.  I feel kinda bad leaving 2 stars on these but man, I've gotten significantly more mileage out of the $12 sunglasses I got from urban outfitters (these glasses cost me almost 5 times that)<br /><br />Lesson learned, stick with the cheaper brands.  Somehow these $60 ""american"" made sunglasses don't even have polarization meanwhile half of the cheap &lt;$15 chinese sunglasses you see on this site come polarized.<br /><br />Meh.  Big regret buying these for me personally, $60 down the god damn drain.",2,2.6651921,5.9034386,Fit / Authenticity / Defects,Fit / Authenticity / Defects
B000AP3BRY,Reebok,B07T3J1XQT,AENE7HJCKOQA6RQHPKAAWN5QLBDA,2022-01-11 22:47:05.575,Order a 0.5-1.0 size up if you buy these!,"I like literally everything about how they feel on my feet EXCEPT that my toe is about to bust out of the front of the shoe and that absolutely ruined this purchase for me. I ordered and received an 8.5 (same size as all my other footwear) and it feels like it’s a size too small. Definitely would only recommend these to someone else with the warning to buy a size up and at that rate, it’s not worth recommending.",[],0,True,"Order a 0.5-1.0 size up if you buy these!. I like literally everything about how they feel on my feet EXCEPT that my toe is about to bust out of the front of the shoe and that absolutely ruined this purchase for me. I ordered and received an 8.5 (same size as all my other footwear) and it feels like it’s a size too small. Definitely would only recommend these to someone else with the warning to buy a size up and at that rate, it’s not worth recommending.",37,4.806352,-1.420378,Shoes / Run Small / Size Accuracy,Shoes / Run Small / Size Accuracy
B00OGSZK66,Underworks,B00IO97R5U,AFFVBAQWKDF5F6V3UD6URGVLSTQA,2017-01-30 18:10:22.000,Not a good fit,Cheap material. Not even close to size. Would not recommend. Better quality slips available.,[],0,True,Not a good fit. Cheap material. Not even close to size. Would not recommend. Better quality slips available.,24,0.2724343,0.5710654,Positive / Satisfaction / Quality,Positive / Satisfaction / Quality
B009CCRK8C,People Socks,B0C3GBP2C5,AGR37V7ADJNDND6GEQJNLN6IXRXA,2019-11-11 13:27:05.104,Are these knockoffs?,"I have owned about 20 pairs of people socks. They are the most comfortable and I can wear them in the summer with steel toes boots and my feet don’t get noticeably hot. Because of this, I have been buying them for quite some time now, and this latest pack I bought just don’t feel right.  They have a different logo on them, and the material feels completely different. Also, the stitching feels really loose. I am not sure if these are knock offs, or if they have begun using cheaper materials. I will probably buy straight from people socks website next to compare with these, and if they are the same quality I may look elsewhere.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81RCTJ-vu3L._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81RCTJ-vu3L._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81RCTJ-vu3L.jpg', 'attachment_type': 'IMAGE'}]",2,True,"Are these knockoffs?. I have owned about 20 pairs of people socks. They are the most comfortable and I can wear them in the summer with steel toes boots and my feet don’t get noticeably hot. Because of this, I have been buying them for quite some time now, and this latest pack I bought just don’t feel right.  They have a different logo on them, and the material feels completely different. Also, the stitching feels really loose. I am not sure if these are knock offs, or if they have begun using cheaper materials. I will probably buy straight from people socks website next to compare with these, and if they are the same quality I may look elsewhere.",42,-0.52554643,-2.2854564,Quality & Durability,Quality & Durability
B009Y9QCCS,People Socks,B0C3GBP2C5,AE246A3GBQUMGB6YKMIZ5CWG5SSA,2018-11-26 01:36:09.147,Great until they start getting holes,They're great until you try to wear them a second winter. Then you get a hole in every single pair,[],1,True,Great until they start getting holes. They're great until you try to wear them a second winter. Then you get a hole in every single pair,-1,0.6969238,-1.0555491,Other / Mixed / Noise,Other / Mixed / Noise
B08NTWRR6X,NuuSol,B0C5QM8RWX,AHNYQNY7NKS6SL3BH5WANZRR2CAA,2022-09-23 01:59:24.452,"Not the quality/service expected from Nuusol!  They don't warranty products for 6 months, as stated.","I have only used these indoors on a smooth floor surface.  The rubber has become ""very pliable"" at the front and the front edge flips under causing me to stumble.  This happened within a couple of months of having the sandals.  I contacted Nuusol and they said they would not guarantee the sandals, because they were purchased through Amazon and not Nuusol.<br /><br />Very disappointed, as other companies guarantee their products as long as you have a receipt and proof of purchase, (which I do).  When I replied to the Nuusol Rep. after she told me they would not guarantee, noone ever replied to me again.  Customer service??  Very Displeased with Nuusol since they claim to warranty their products agains poor workmanship and defects.  They do not!",[],2,True,"Not the quality/service expected from Nuusol!  They don't warranty products for 6 months, as stated.. I have only used these indoors on a smooth floor surface.  The rubber has become ""very pliable"" at the front and the front edge flips under causing me to stumble.  This happened within a couple of months of having the sandals.  I contacted Nuusol and they said they would not guarantee the sandals, because they were purchased through Amazon and not Nuusol.<br /><br />Very disappointed, as other companies guarantee their products as long as you have a receipt and proof of purchase, (which I do).  When I replied to the Nuusol Rep. after she told me they would not guarantee, noone ever replied to me again.  Customer service??  Very Displeased with Nuusol since they claim to warranty their products agains poor workmanship and defects.  They do not!",-1,2.3460026,-1.9603336,Other / Mixed / Noise,Other / Mixed / Noise
B00ESKKTS6,Danner,B00JKI50IU,AE7PQEPFCV7OBKK2FZ5HNRKZE7KA,2018-01-13 14:03:13.889,Very disappointed so far,"Very disappointed so far. I have had Danner's for over 40 years....more than five pairs.<br /><br />CON: Great price. Light weight<br /><br />CON: Needs break-in period.....not happy. Right side is tight. NOT SURE IF THE 'EE' is even wide. Have not tested for waterproof, yet  UPDATE....OCT 2021 NOT WATERPROOF!!!!!!!",[],0,True,"Very disappointed so far. Very disappointed so far. I have had Danner's for over 40 years....more than five pairs.<br /><br />CON: Great price. Light weight<br /><br />CON: Needs break-in period.....not happy. Right side is tight. NOT SURE IF THE 'EE' is even wide. Have not tested for waterproof, yet  UPDATE....OCT 2021 NOT WATERPROOF!!!!!!!",-1,2.2716227,-2.573155,Other / Mixed / Noise,Other / Mixed / Noise
B009Y9QCCS,People Socks,B0C3GBP2C5,AF7NDH4GLHM2TNKXIRF7JQJWP2ZQ,2018-02-08 21:00:55.535,Two Stars,these are very small. - i bought size large based off of their size chart. these were for my father who wears a size 10.5 shoe. wool socks tend to fit him well and with him having circulation issues having somethign that compresses so tightly doesn't do well for him. These were too tight. So i took the socks and wear them. I am a size 6.5 shoe. They hurt my feet becasue they're just so tight.,[],1,True,Two Stars. these are very small. - i bought size large based off of their size chart. these were for my father who wears a size 10.5 shoe. wool socks tend to fit him well and with him having circulation issues having somethign that compresses so tightly doesn't do well for him. These were too tight. So i took the socks and wear them. I am a size 6.5 shoe. They hurt my feet becasue they're just so tight.,5,0.55305886,-3.470201,Socks / Fit & Quality,Socks / Fit & Quality
B009Y9QCCS,People Socks,B0C3GBP2C5,AHWAHDEPBIRUSDBVAQR5PCUQ6HIQ,2014-12-17 21:59:47.000,Wish they lasted longer for me...,"I want to love these socks. I want to wear them every day. Problem is, I've been wearing them comfortably since I bought this 4 pack, wearing a pair almost every day. In two months time, I am already having to throw away a sock(with another one soon on its way to the trash), due to holes in the soles of the socks (do socks have soles?). For the price, I would have expected them to last a bit longer. I admit, I did put a lot of walking miles in this, and I really enjoy wearing these socks. Super comfortable and warm.<br /><br />update- one month later and 6 of the 8 socks are useless and trash. That is absurd for the price...a crappy pair of hanes socks last longer.",[],3,True,"Wish they lasted longer for me.... I want to love these socks. I want to wear them every day. Problem is, I've been wearing them comfortably since I bought this 4 pack, wearing a pair almost every day. In two months time, I am already having to throw away a sock(with another one soon on its way to the trash), due to holes in the soles of the socks (do socks have soles?). For the price, I would have expected them to last a bit longer. I admit, I did put a lot of walking miles in this, and I really enjoy wearing these socks. Super comfortable and warm.<br /><br />update- one month later and 6 of the 8 socks are useless and trash. That is absurd for the price...a crappy pair of hanes socks last longer.",32,-0.08829216,-1.9954149,Comfort & Wearability,Comfort & Wearability
B00FEOR7IU,People Socks,B0C3GBP2C5,AELY5HNP2W6WCUQQ6FYHSQHMUJGQ,2015-04-20 15:37:42.000,do not like tube socks they put inpressions into my legs,do not like tube socks they put inpressions into my legs. will rturn. nice socks of you do not mind the tube squeeze.,[],1,True,do not like tube socks they put inpressions into my legs. do not like tube socks they put inpressions into my legs. will rturn. nice socks of you do not mind the tube squeeze.,-1,-0.17375842,-3.1645207,Other / Mixed / Noise,Other / Mixed / Noise
B009CCRL6I,People Socks,B0C3GBP2C5,AFPIS6I7ZCK6UIZANSB2ELUKACVA,2013-12-19 03:06:38.000,Stretchy socks that are too small for size 13 feet,I can get my size 13 feet into these but the resulting elastic tension is uncomfortably tight.  The thickness of the sock when stretched this far also makes them just about as thin as regular socks.  Now the post by the guy wearing these in Arizona makes complete sense. I gave these to my wife who has size 7 1/2 (women's) feet. They came up to her mid-calf and the elastic tension was still enough to keep them contoured to her normal-width legs/feet.  She was happy to have the extra hiking socks.,[],5,True,Stretchy socks that are too small for size 13 feet. I can get my size 13 feet into these but the resulting elastic tension is uncomfortably tight.  The thickness of the sock when stretched this far also makes them just about as thin as regular socks.  Now the post by the guy wearing these in Arizona makes complete sense. I gave these to my wife who has size 7 1/2 (women's) feet. They came up to her mid-calf and the elastic tension was still enough to keep them contoured to her normal-width legs/feet.  She was happy to have the extra hiking socks.,45,1.075936,-3.741306,Socks / Fit & Comfort,Socks / Fit & Comfort
B003DQPBXE,Oakley,B08W5HY5HP,AG6DEOOSWYEYRLJEFGFNBPYER75Q,2019-08-12 22:46:38.132,Description  misleading or not plain,Does not come with hard case only a bag case,[],0,True,Description  misleading or not plain. Does not come with hard case only a bag case,2,2.5333495,5.380602,Fit / Authenticity / Defects,Fit / Authenticity / Defects
B00A9MQD8C,Hue,B00S7UIJE4,AGQSAL6CATKJIJD6K4WT6T3KFEQQ,2023-01-30 18:24:00.683,Seams of toe unraveled out on first wear,"These socks appear nice, have comfortable cushion and breathe well. However, the seam on the toes unraveled the first time I wore them. I haven't been able to tell if this is a problem for all of the socks, because I hesitated to wear any more of them in hopes I might return them.<br /><br />Unfortunately, I can't recommend these socks. For the price I expected them to hold together better.",[],0,True,"Seams of toe unraveled out on first wear. These socks appear nice, have comfortable cushion and breathe well. However, the seam on the toes unraveled the first time I wore them. I haven't been able to tell if this is a problem for all of the socks, because I hesitated to wear any more of them in hopes I might return them.<br /><br />Unfortunately, I can't recommend these socks. For the price I expected them to hold together better.",-1,-0.5069825,-2.4683638,Other / Mixed / Noise,Other / Mixed / Noise
B00A9MQD8C,Hue,B00S7UIJE4,AFKICK5OVZID5RSAGP6J6KSJDHWA,2022-11-08 03:22:03.713,Falling apart one month in,Within a month of buying these they are totally falling apart.,"[{'small_image_url': 'https://m.media-amazon.com/images/I/71tZygIHYDL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71tZygIHYDL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71tZygIHYDL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",0,True,Falling apart one month in. Within a month of buying these they are totally falling apart.,24,1.1804104,-0.853644,Positive / Satisfaction / Quality,Positive / Satisfaction / Quality
B071CVHB1Z,Keen,B0035FC8M0,AHNSFWQACZMPKKKXSHDGMLI7F4UA,2020-10-13 12:53:31.236,back of sandal digging into my heel?,"Not sure what it is with these particular sandals, between my wife and myself we have 5 pairs.  I was given my most recent pair (less than 1 yr) and heading to a shoe maker to see what they can do to expand the back strap that is pushing my foot to far forward.  Anyone else have this problem?",[],0,True,"back of sandal digging into my heel?. Not sure what it is with these particular sandals, between my wife and myself we have 5 pairs.  I was given my most recent pair (less than 1 yr) and heading to a shoe maker to see what they can do to expand the back strap that is pushing my foot to far forward.  Anyone else have this problem?",23,2.355187,-1.5367409,Shoes / Durability & Quality,Shoes / Durability & Quality
B07JKL7MC8,Ayla,B077CBSPDC,AH2NBRQPJERYCM7H2RWKHLGLOUIA,2019-03-25 18:32:45.375,Cute but uncomfortable,Too stringy inside sock..granddaughter doesn't like wearing them. Says toes don't fit good,[],0,True,Cute but uncomfortable. Too stringy inside sock..granddaughter doesn't like wearing them. Says toes don't fit good,-1,-0.63431525,-2.9766867,Other / Mixed / Noise,Other / Mixed / Noise
B01N7NDRL6,Levi,B07HHNXGJZ,AFZTN2N4FVS54JOQN7PYN5A754XA,2019-03-23 14:16:46.637,tight in crotch,My husband says it pulls when walking,[],1,True,tight in crotch. My husband says it pulls when walking,-1,2.212719,-0.7042851,Other / Mixed / Noise,Other / Mixed / Noise
B08TBQ3BKP,Bates,B08TCM7Y84,AFEJYZZ7YGJUCQDR43BISW5ZJQGA,2022-06-18 14:27:19.108,Bates is not what it use to be,"Recent boots of last few years are not what I remember when I first started wearing Bates 20 years ago. Boots don’t last as long, soles come apart, toe begins to crack",[],1,True,"Bates is not what it use to be. Recent boots of last few years are not what I remember when I first started wearing Bates 20 years ago. Boots don’t last as long, soles come apart, toe begins to crack",26,2.6546638,-3.1142888,Work / Durability / Fit,Work / Durability / Fit
B000H97MLE,Allen Edmonds,B000H92XZE,AGV2YHKS545UYECEI7Z2GVLUQBSQ,2013-04-22 12:52:59.000,Crack down the center,I have them for a week and there is already a crack down the top center of the heal piece coming from the hole. Otherwise they are nice.,[],1,True,Crack down the center. I have them for a week and there is already a crack down the top center of the heal piece coming from the hole. Otherwise they are nice.,33,0.7738327,-1.0582652,Socks / Durability Failures (Holes),Socks / Durability Failures (Holes)
B0747GVXTL,Sloggers,B09NSZ12NZ,AGZHN3EAHOX422JQMXCHISIQ5FYA,2022-04-05 21:49:56.264,Disappointing,"I had high hopes for these. They run small, the backs are short and weak, and they look like they have a seem running right down the middle. I do not recommend these.",[],1,True,"Disappointing. I had high hopes for these. They run small, the backs are short and weak, and they look like they have a seem running right down the middle. I do not recommend these.",-1,2.6096578,0.6180343,Other / Mixed / Noise,Other / Mixed / Noise
B07CYVDSF4,Nike,B08QDQX5R5,AFI7TKTDU2YNLJV53VCRMCLRWNMA,2023-05-30 21:55:52.844,Disappointing quality,I’ve been using these for a number of years but their quality has diminished. They used to be cut for each foot and last considerably longer.  I’m giving the Dickies dry fit a try.,[],0,False,Disappointing quality. I’ve been using these for a number of years but their quality has diminished. They used to be cut for each foot and last considerably longer.  I’m giving the Dickies dry fit a try.,-1,0.7852831,-2.097478,Other / Mixed / Noise,Other / Mixed / Noise
B000VZ2Q1K,Hanky Panky,B01GQ2DX4A,AE3IEAZVJZCHVODGADUJY4EIFQDA,2021-11-14 15:27:58.597,Waist band roles up - aka: muffin tops all around.,"The build up was huge. Saw many online reviews and youtube videos promising that this is the best underwear to ever exist. Extremely disappointed to say - nope nope nope.<br /><br />When I first put it own I thought ""Ooo - they are on to something!""<br />Then, after putting my clothes on and wearing it for only several minutes I noticed the band roles up creating this huge waterfall of muffin tops. The panties are labeled as sizes 4-11 and I am a size 6-8 - so right at the midpoint. On paper, should be perfect..<br /><br />In the butt, these are a little more comfortable than the VS thongs. The waist band is what's killing this for me.",[],4,True,"Waist band roles up - aka: muffin tops all around.. The build up was huge. Saw many online reviews and youtube videos promising that this is the best underwear to ever exist. Extremely disappointed to say - nope nope nope.<br /><br />When I first put it own I thought ""Ooo - they are on to something!""<br />Then, after putting my clothes on and wearing it for only several minutes I noticed the band roles up creating this huge waterfall of muffin tops. The panties are labeled as sizes 4-11 and I am a size 6-8 - so right at the midpoint. On paper, should be perfect..<br /><br />In the butt, these are a little more comfortable than the VS thongs. The waist band is what's killing this for me.",-1,1.4544325,0.38352498,Other / Mixed / Noise,Other / Mixed / Noise
B00A9MQCVK,Hue,B00S7UIJE4,AFHW2O7MSL3DC7I7PDB363GWEHUQ,2023-01-19 00:10:59.488,What the heck happened?,"I ordered these socks a couple of years ago and I loved them. The fit, comfort and length were perfect. I wanted a few more so I recently ordered and was shocked at what I was sent. I’m really hoping it’s just a bad batch or something because the toe area is now ridiculously misshapen. They look like some cheap disposable socks, I’m attaching a picture of what they were like before versus now. The toe area is straight instead of being curved to fit your toes. I even ordered from 2 different sellers hoping 1 seller just had a bad batch, but those were the same. Hopefully the issue has been fixed and it’s not what the socks will be like from now on.","[{'small_image_url': 'https://m.media-amazon.com/images/I/81dR6RikS2L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/81dR6RikS2L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/81dR6RikS2L._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",2,True,"What the heck happened?. I ordered these socks a couple of years ago and I loved them. The fit, comfort and length were perfect. I wanted a few more so I recently ordered and was shocked at what I was sent. I’m really hoping it’s just a bad batch or something because the toe area is now ridiculously misshapen. They look like some cheap disposable socks, I’m attaching a picture of what they were like before versus now. The toe area is straight instead of being curved to fit your toes. I even ordered from 2 different sellers hoping 1 seller just had a bad batch, but those were the same. Hopefully the issue has been fixed and it’s not what the socks will be like from now on.",-1,0.68271303,-2.2078128,Other / Mixed / Noise,Other / Mixed / Noise
B07L54T3LM,Calvin Klein,B0C6B6HP3B,AGPECSNW6Z3ZBR6EBGDPRTI4JSWA,2022-09-15 16:14:16.469,Not up to par with the usual Calvin Klein quality normally expected,I question the source of these boxers because they have no fit similar to traditional Calvin Kleins nor did they have the same feel.<br /><br />Sizing was slightly off too..... I'll likely be sticking with purchasing CK from Macys moving forward.,[],0,True,Not up to par with the usual Calvin Klein quality normally expected. I question the source of these boxers because they have no fit similar to traditional Calvin Kleins nor did they have the same feel.<br /><br />Sizing was slightly off too..... I'll likely be sticking with purchasing CK from Macys moving forward.,35,1.6632307,0.4104235,Fit & Sizing Issues,Fit & Sizing Issues
B007HCHW4G,Oakley,B08W5HY5HP,AHQEMOKR3S4ZKGGG4ZX5L5UWQT6A,2017-06-07 20:10:32.000,Two Stars,"THEY SEEM TO BE GOOD PRODUCT, BUT STILL HAVE GLARE",[],0,True,"Two Stars. THEY SEEM TO BE GOOD PRODUCT, BUT STILL HAVE GLARE",13,2.7618022,5.992764,Fit & Sizing Issues,Fit & Sizing Issues
B00G6THU02,Thompson Tee,B07BVBM17Z,AFF5KKQMAM6X4XUKZHWOOVQJC2EQ,2018-08-09 06:22:22.531,The Truth,Neck hole way to big. Shirt is too bulky,[],0,True,The Truth. Neck hole way to big. Shirt is too bulky,7,0.39645103,4.094365,Clothing / Fit & Quality,Clothing / Fit & Quality
B003O9W8WW,Thorogood,B002QQ8XRI,AG3WHWUUY63F564TWBEXBUH4LTJA,2021-06-29 22:29:11.362,Defective leather,"I returned these boots due to the defective leather. Not sure if these are ""seconds"" but they were full-priced. I doubt Thorogood Quality Control would have let this slip by on a ""full-priced"" pair.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81cs8dvK5sL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81cs8dvK5sL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/81cs8dvK5sL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",3,True,"Defective leather. I returned these boots due to the defective leather. Not sure if these are ""seconds"" but they were full-priced. I doubt Thorogood Quality Control would have let this slip by on a ""full-priced"" pair.",-1,2.9333909,-3.2147539,Other / Mixed / Noise,Other / Mixed / Noise
B000AP3BRY,Reebok,B07T3J1XQT,AHIDXOZSI3B6LJTFAMMHD5LOAG7A,2014-04-17 13:47:24.000,Nice shoe but too narrow,"The shoe is nice and simple, but the 8.5 (which is my size) were too small. You can actually see the outline of my toes in the shoe bc it was too small. Other then the shoe being to small everything else was good!",[],0,True,"Nice shoe but too narrow. The shoe is nice and simple, but the 8.5 (which is my size) were too small. You can actually see the outline of my toes in the shoe bc it was too small. Other then the shoe being to small everything else was good!",36,4.887477,-1.4307048,Shoes / Fit & Width Issues,Shoes / Fit & Width Issues
B009Y9QBYW,People Socks,B0C3GBP2C5,AEBYLKTFHJ3VP6OX7EXII6PV7ZIQ,2015-01-12 07:57:20.000,No size options. Too large for my feet. ...,"No size options.  Too large for my feet.  My size is 9, but the socks are about 11.",[],1,True,"No size options. Too large for my feet. .... No size options.  Too large for my feet.  My size is 9, but the socks are about 11.",45,0.87554204,-3.6179326,Socks / Fit & Comfort,Socks / Fit & Comfort
B00A9MQD8C,Hue,B00S7UIJE4,AFJMO4DTNBU5ZYCKHE3S2FATMFIQ,2020-07-30 06:04:13.920,Not what I was looking for,They were comfortable but they were longer than expected,[],0,True,Not what I was looking for. They were comfortable but they were longer than expected,24,0.48134255,0.3677347,Positive / Satisfaction / Quality,Positive / Satisfaction / Quality
